AREA,Vict Age,Vict Descent,Crm Cd,Premis Cd,Status,dayofweek,day,month,Vict_Sex_F,Vict_Sex_M,Vict_Sex_X
21,35,18,442,406,4,6,30,1,0,1,0
3,31,2,626,502,2,5,13,8,1,0,0
6,27,7,761,101,4,4,25,11,0,1,0
6,45,17,230,502,2,5,16,4,0,1,0
4,33,7,354,602,4,5,2,7,0,1,0
15,21,17,330,502,4,0,19,12,0,1,0
2,39,2,626,502,2,4,18,2,1,0,0
19,38,17,210,101,4,2,19,10,0,1,0
3,38,7,624,510,2,2,27,4,1,0,0
7,27,7,440,502,4,4,22,4,1,0,0
1,64,7,624,102,4,5,25,6,1,0,0
1,34,7,220,404,4,4,29,4,0,1,0
3,27,7,341,101,4,6,4,12,0,1,0
13,29,17,341,102,4,4,10,6,0,1,0
6,35,2,762,708,1,4,22,7,1,0,0
4,31,7,740,108,4,6,13,2,0,1,0
13,53,2,745,122,4,4,16,9,1,0,0
11,31,7,331,102,4,0,3,10,1,0,0
9,23,17,330,707,4,2,28,9,0,1,0
21,7,2,922,502,2,4,8,4,1,0,0
20,29,7,230,502,2,4,14,10,1,0,0
9,54,7,331,101,4,1,22,11,0,1,0
16,41,17,310,203,4,2,22,3,0,1,0
13,24,7,210,102,4,5,26,2,1,0,0
1,63,2,886,716,6,3,8,12,0,1,0
21,34,18,310,210,4,5,8,1,0,1,0
15,43,12,310,501,4,2,23,11,0,1,0
9,64,7,350,102,4,5,19,2,1,0,0
15,33,7,740,122,4,4,13,5,1,0,0
11,31,17,330,101,4,4,16,12,1,0,0
19,51,7,740,122,4,5,23,4,0,1,0
4,41,8,354,504,4,2,5,10,1,0,0
16,27,7,626,501,1,3,20,10,1,0,0
21,21,7,624,101,1,0,31,10,1,0,0
3,21,2,480,502,4,4,4,3,1,0,0
6,46,2,740,101,4,0,18,7,0,1,0
1,28,7,820,502,4,6,20,11,0,1,0
8,34,7,331,101,4,1,1,11,1,0,0
15,53,17,330,104,1,4,14,1,1,0,0
4,16,7,810,502,4,0,3,1,1,0,0
11,26,17,341,116,4,4,11,3,1,0,0
20,19,2,624,518,4,5,26,11,1,0,0
3,22,7,624,101,4,5,19,2,0,1,0
3,16,7,814,721,2,3,3,11,1,0,0
21,83,17,350,108,4,2,12,7,1,0,0
8,65,12,310,501,4,2,27,7,0,1,0
2,49,2,354,502,4,2,2,3,1,0,0
13,29,7,230,101,4,1,6,12,1,0,0
8,80,17,354,501,4,6,18,9,0,1,0
1,46,12,210,102,4,3,24,3,0,1,0
13,32,12,330,101,4,4,16,12,0,1,0
3,36,2,354,501,4,6,2,1,1,0,0
13,38,2,626,502,4,2,23,2,1,0,0
9,54,17,331,501,4,5,12,2,0,1,0
2,34,1,310,707,4,3,30,6,0,1,0
8,28,17,230,102,2,1,18,1,0,1,0
10,47,17,626,502,1,4,11,2,1,0,0
7,37,7,210,101,2,3,12,5,1,0,0
3,37,17,331,101,4,3,23,6,0,1,0
9,44,17,440,203,2,4,10,6,0,1,0
2,60,7,331,101,4,0,3,10,1,0,0
4,33,2,354,501,4,2,3,8,1,0,0
16,13,7,230,210,5,3,10,2,0,1,0
10,15,7,230,103,1,3,13,1,1,0,0
17,22,2,331,707,4,4,4,2,1,0,0
1,45,7,354,502,4,3,5,5,1,0,0
4,29,2,626,102,2,2,13,7,0,1,0
8,37,7,331,101,4,2,2,2,0,1,0
1,69,17,624,710,4,6,30,1,0,1,0
3,21,18,341,154,4,6,13,3,0,0,1
3,48,7,900,502,2,0,22,8,0,1,0
6,27,7,330,707,2,3,3,2,1,0,0
2,31,7,230,103,4,2,19,1,0,1,0
1,28,2,330,101,4,2,16,11,0,1,0
2,30,17,440,502,4,1,1,3,0,1,0
1,40,7,624,203,4,3,31,3,0,1,0
3,37,2,420,104,4,5,8,10,1,0,0
20,32,10,956,502,4,4,14,1,1,0,0
20,38,12,331,707,4,4,21,1,0,1,0
7,13,12,940,501,4,5,20,8,0,1,0
1,43,7,330,101,4,0,20,6,1,0,0
3,46,7,624,720,4,2,2,2,1,0,0
6,24,17,310,502,4,1,18,1,1,0,0
2,27,7,310,502,4,4,24,6,1,0,0
15,49,7,230,101,4,0,14,2,0,1,0
20,54,2,624,118,4,3,8,9,0,1,0
14,23,7,740,108,4,1,26,7,0,1,0
1,29,7,626,502,2,6,28,8,1,0,0
3,21,18,420,108,4,4,18,3,0,0,1
21,33,17,354,501,4,5,2,4,0,1,0
13,28,7,354,750,4,4,2,9,1,0,0
15,23,7,624,104,2,1,10,5,0,1,0
20,41,7,354,501,4,2,2,11,1,0,0
2,52,2,341,502,4,4,13,5,1,0,0
7,66,2,330,101,4,5,13,8,0,1,0
8,45,7,440,203,4,4,2,9,0,1,0
19,60,7,354,501,4,2,12,1,0,1,0
4,18,7,626,501,2,1,2,8,1,0,0
2,32,12,354,602,4,5,2,4,1,0,0
19,46,7,900,501,2,1,20,12,1,0,0
15,47,17,649,203,4,1,15,11,0,1,0
10,35,8,440,102,4,5,9,7,1,0,0
16,13,5,440,720,4,3,26,5,0,1,0
10,42,7,761,702,2,2,13,7,0,1,0
1,51,17,330,101,4,2,30,3,0,1,0
19,22,7,625,701,2,2,26,1,0,1,0
1,24,7,624,502,2,4,19,8,0,1,0
7,58,7,230,502,1,2,30,11,0,1,0
20,29,2,230,905,4,3,18,8,0,1,0
9,44,17,354,502,4,1,1,11,1,0,0
1,37,7,761,101,4,6,13,2,0,1,0
17,21,7,330,504,4,4,6,5,1,0,0
6,41,12,354,502,4,5,1,10,1,0,0
17,29,7,230,101,4,3,18,8,0,1,0
8,15,17,625,101,4,0,25,4,1,0,0
17,24,1,341,502,4,3,27,10,0,1,0
2,21,12,330,108,4,4,5,8,1,0,0
13,20,7,624,501,4,6,23,10,1,0,0
2,33,2,341,707,4,6,17,7,1,0,0
20,32,2,624,101,4,0,22,8,0,1,0
20,57,12,330,101,4,1,8,2,1,0,0
1,67,2,624,733,4,2,24,8,0,1,0
15,36,7,626,502,2,3,26,5,1,0,0
1,58,2,230,101,4,4,2,9,1,0,0
3,28,7,330,122,4,3,23,6,0,1,0
21,22,12,860,501,2,0,15,8,1,0,0
17,54,12,310,501,4,0,7,11,0,1,0
1,44,17,626,108,4,5,14,5,1,0,0
7,67,2,901,502,4,0,20,6,1,0,0
10,37,7,331,108,4,4,21,10,0,1,0
8,59,17,740,502,4,3,18,8,0,1,0
9,40,17,440,707,4,4,21,10,0,1,0
4,34,7,354,605,4,0,27,6,1,0,0
2,27,7,901,502,1,1,26,4,1,0,0
17,65,7,230,101,4,5,7,5,0,1,0
11,62,17,624,714,4,6,1,5,0,1,0
10,29,17,624,101,1,1,22,2,1,0,0
16,33,7,354,501,4,3,16,6,1,0,0
14,43,17,210,102,4,6,31,7,0,1,0
10,42,17,341,102,4,0,31,1,0,1,0
1,34,2,815,108,4,5,14,5,1,0,0
1,46,2,230,504,4,5,18,6,1,0,0
1,60,17,230,503,1,1,25,10,0,1,0
2,46,12,740,502,4,2,21,9,0,1,0
13,63,10,330,203,4,3,23,6,0,1,0
2,60,12,230,505,1,3,21,7,0,1,0
8,35,17,480,707,4,2,23,3,1,0,0
6,57,17,330,101,4,0,29,8,1,0,0
2,57,7,330,101,4,2,4,5,1,0,0
1,22,17,440,735,4,4,14,10,1,0,0
14,66,7,740,121,4,3,28,7,0,1,0
1,27,12,341,716,4,4,18,11,1,0,0
13,42,12,480,102,4,3,4,8,0,1,0
7,83,17,310,501,4,0,26,12,1,0,0
7,50,17,122,501,4,4,23,12,1,0,0
16,30,12,442,410,4,2,2,11,0,1,0
10,43,1,740,122,1,4,27,5,1,0,0
7,51,7,624,502,4,6,16,1,0,1,0
15,11,7,860,704,2,0,12,9,1,0,0
2,53,7,901,203,1,3,22,12,0,1,0
16,6,7,762,501,5,5,20,8,0,1,0
6,37,16,341,207,4,4,14,10,1,0,0
1,24,7,442,405,4,5,17,9,0,1,0
20,41,3,330,101,4,1,1,2,0,1,0
20,26,10,440,735,4,6,4,9,0,1,0
13,34,7,901,501,2,4,12,8,1,0,0
1,43,7,230,101,4,2,31,8,1,0,0
10,15,7,930,502,4,3,2,6,1,0,0
7,29,17,341,502,4,1,8,11,0,1,0
3,54,12,341,754,4,2,7,9,0,1,0
2,33,17,626,502,2,5,31,12,1,0,0
6,40,7,946,502,4,0,24,1,0,1,0
2,45,7,230,101,4,5,17,12,0,1,0
15,31,10,440,502,4,1,22,2,1,0,0
2,53,17,745,502,4,0,14,11,1,0,0
2,39,7,230,108,1,2,7,9,0,1,0
17,18,17,420,108,4,1,7,6,1,0,0
4,33,7,210,301,4,3,21,7,0,1,0
9,67,12,310,501,4,4,26,8,0,1,0
19,71,7,901,502,4,6,20,2,1,0,0
16,34,7,354,501,4,6,5,6,1,0,0
13,23,7,210,101,4,0,18,7,1,0,0
13,19,17,624,203,4,4,17,6,0,1,0
4,26,17,440,108,4,4,19,8,0,1,0
9,59,17,330,501,4,4,23,9,0,1,0
3,30,7,624,502,4,3,29,9,0,1,0
9,25,7,331,707,4,6,11,9,0,1,0
7,26,7,440,119,4,0,18,4,1,0,0
1,26,17,330,101,4,2,19,10,0,1,0
4,37,17,624,501,2,5,15,1,1,0,0
19,31,7,860,501,2,4,7,1,1,0,0
20,39,18,230,203,4,2,6,4,0,1,0
15,49,17,624,102,2,5,8,1,0,1,0
15,27,17,440,116,4,0,5,12,0,1,0
1,42,7,210,834,2,1,1,2,0,1,0
17,45,7,956,507,4,5,5,2,1,0,0
7,21,18,740,801,1,6,18,9,0,0,1
7,21,18,310,721,4,1,18,10,0,0,1
15,20,7,330,122,4,6,30,1,0,1,0
6,30,7,352,207,4,4,16,12,1,0,0
17,62,17,662,501,4,2,2,3,0,1,0
3,43,2,354,501,4,0,23,5,0,1,0
13,48,7,331,101,4,0,12,9,0,1,0
16,35,7,236,502,1,4,11,3,0,1,0
11,83,7,354,501,4,5,19,3,1,0,0
11,31,12,740,122,4,4,3,6,0,1,0
21,50,17,442,404,4,0,14,2,0,1,0
8,62,17,440,210,4,5,1,1,0,1,0
3,18,7,210,101,4,3,17,3,0,1,0
6,22,17,761,505,4,0,21,2,0,1,0
20,32,7,341,502,4,5,20,8,0,1,0
4,22,7,230,502,2,3,31,3,1,0,0
6,32,17,440,102,4,6,20,2,0,1,0
11,28,7,434,710,4,5,22,1,1,0,0
2,48,17,331,101,4,5,11,2,1,0,0
20,29,7,121,122,4,0,31,10,1,0,0
20,35,7,761,502,2,5,11,6,1,0,0
8,55,7,761,101,4,3,20,1,0,1,0
21,20,7,210,108,2,3,13,1,0,1,0
19,62,7,649,501,4,3,14,7,0,1,0
11,53,7,930,108,2,1,3,5,1,0,0
3,35,2,230,501,2,0,7,3,0,1,0
19,48,7,354,502,4,1,1,3,1,0,0
19,30,7,626,122,2,6,26,6,1,0,0
21,44,7,624,124,1,6,29,5,0,1,0
19,39,7,626,503,2,4,20,5,1,0,0
10,51,2,662,501,4,1,3,5,0,1,0
16,32,17,310,501,4,4,23,9,1,0,0
16,47,7,310,501,4,0,4,4,0,1,0
1,48,2,740,502,4,6,4,12,1,0,0
3,54,2,946,101,4,5,1,10,1,0,0
20,35,2,624,905,4,0,26,12,0,1,0
21,48,17,310,501,4,2,16,2,0,1,0
4,39,7,354,501,4,1,6,9,1,0,0
6,28,17,624,501,4,2,16,3,1,0,0
7,24,12,330,103,4,1,15,11,0,1,0
11,38,2,110,102,1,4,1,4,0,1,0
11,50,7,210,101,5,2,14,12,1,0,0
21,60,17,901,509,1,5,9,7,1,0,0
6,30,1,331,101,4,2,20,7,1,0,0
9,50,12,210,101,4,0,24,1,0,1,0
10,34,7,330,108,4,6,16,10,1,0,0
15,61,17,210,101,1,5,28,5,0,1,0
1,41,12,480,102,4,0,2,5,0,1,0
11,32,7,330,203,4,2,12,1,0,1,0
11,40,7,624,101,4,2,16,2,1,0,0
3,34,2,354,501,4,4,4,11,1,0,0
17,19,2,626,502,2,0,28,2,1,0,0
15,28,12,310,501,4,1,20,9,0,1,0
7,29,1,740,122,4,6,7,8,1,0,0
11,33,7,440,403,4,3,2,6,0,1,0
15,69,7,745,502,4,1,22,3,0,1,0
13,30,7,624,502,4,6,19,6,1,0,0
8,72,17,420,707,4,2,5,1,0,1,0
20,42,10,341,101,4,4,10,6,0,1,0
1,31,17,420,108,4,1,18,10,1,0,0
19,16,7,627,502,4,0,3,10,1,0,0
4,15,7,624,721,4,4,18,11,1,0,0
7,46,2,230,104,4,4,23,9,1,0,0
15,34,2,354,605,4,6,3,7,1,0,0
11,20,17,230,101,4,1,4,1,1,0,0
11,52,17,310,502,4,6,1,5,0,1,0
8,72,17,330,101,4,2,9,11,0,1,0
2,37,7,354,502,4,1,15,11,1,0,0
1,28,7,624,735,4,6,30,10,0,1,0
14,64,17,310,502,4,6,17,7,0,1,0
6,31,17,230,403,4,2,2,11,1,0,0
15,59,17,626,221,2,5,8,10,1,0,0
1,16,7,210,124,4,5,23,9,0,1,0
19,34,7,624,502,2,0,13,6,0,1,0
9,34,7,903,502,4,4,27,5,1,0,0
4,29,1,210,101,4,3,5,5,1,0,0
1,29,11,354,412,4,1,8,2,0,1,0
3,26,17,440,203,4,5,17,9,1,0,0
4,26,12,230,102,4,1,1,2,0,1,0
7,39,7,901,701,4,2,30,11,1,0,0
16,16,17,810,501,2,3,21,7,1,0,0
1,65,17,354,502,4,0,11,7,1,0,0
13,52,7,626,501,1,4,9,9,1,0,0
13,31,7,626,122,4,3,4,8,1,0,0
11,43,17,354,750,4,4,7,10,1,0,0
2,54,7,626,502,2,3,15,9,1,0,0
8,57,17,888,501,4,4,14,1,0,1,0
19,35,7,354,501,4,6,3,7,1,0,0
19,23,2,626,502,1,0,17,10,1,0,0
4,40,7,230,502,1,1,18,10,1,0,0
20,31,7,624,502,4,6,10,4,1,0,0
4,50,12,330,108,4,6,25,9,0,1,0
3,60,3,440,103,4,6,13,11,1,0,0
4,36,7,440,301,4,0,1,8,1,0,0
1,27,7,330,101,4,2,11,5,1,0,0
13,27,7,662,750,4,5,29,10,1,0,0
15,22,2,236,502,2,6,3,4,1,0,0
7,21,18,845,710,1,0,16,5,0,0,1
7,42,18,440,405,4,3,17,2,0,0,1
21,65,17,331,104,4,5,13,8,0,1,0
11,37,17,624,714,2,1,19,7,0,1,0
20,32,7,930,101,4,6,29,5,0,1,0
1,34,2,210,101,4,2,3,8,1,0,0
11,27,7,930,501,4,3,27,1,1,0,0
6,39,2,330,101,4,1,8,3,0,1,0
21,37,17,930,501,2,1,22,2,1,0,0
15,32,7,956,502,4,4,23,9,0,1,0
3,55,2,354,203,4,0,12,9,1,0,0
9,38,17,440,402,4,5,16,4,0,1,0
16,60,12,745,101,4,0,31,10,1,0,0
16,26,17,341,118,4,6,3,7,0,1,0
1,29,7,352,207,4,6,26,6,1,0,0
10,17,17,932,501,1,0,6,6,1,0,0
1,39,17,740,122,4,6,27,3,0,1,0
21,33,17,310,501,4,2,10,8,1,0,0
21,21,7,910,509,4,6,31,7,1,0,0
2,50,7,230,101,1,6,17,4,0,1,0
6,39,2,354,501,4,0,7,3,0,1,0
1,30,1,900,502,2,4,30,12,1,0,0
11,25,7,624,801,4,0,30,5,0,1,0
7,38,12,330,101,4,1,29,3,0,1,0
20,15,7,624,102,4,2,20,4,1,0,0
6,65,17,624,108,4,4,15,4,0,1,0
19,31,7,626,101,2,4,8,4,1,0,0
9,32,12,330,108,4,2,27,4,0,1,0
2,43,7,230,108,1,4,28,1,0,1,0
21,50,17,440,404,1,6,18,9,0,1,0
13,21,7,354,750,4,2,1,6,1,0,0
17,44,7,624,501,1,4,5,8,1,0,0
17,47,12,761,101,2,2,31,8,0,1,0
10,49,12,354,501,4,3,21,4,0,1,0
14,51,12,910,108,4,1,1,2,1,0,0
20,25,3,352,735,4,6,23,1,0,1,0
2,60,12,310,502,4,2,16,11,1,0,0
11,70,2,354,502,4,3,12,5,1,0,0
3,21,17,762,101,4,3,14,4,1,0,0
10,27,7,330,116,4,2,7,9,0,1,0
1,34,1,341,145,4,1,8,11,1,0,0
1,63,7,624,108,2,0,4,7,1,0,0
1,23,2,341,502,4,4,17,6,0,1,0
9,17,7,624,502,4,3,13,10,1,0,0
17,59,17,210,108,4,5,12,2,0,1,0
21,61,7,624,203,4,4,30,12,1,0,0
19,41,2,354,501,4,6,3,4,1,0,0
21,15,7,627,502,2,2,23,11,0,1,0
19,62,7,940,501,4,1,31,5,0,1,0
15,83,12,331,101,4,2,6,7,0,1,0
3,27,2,354,502,4,6,2,10,1,0,0
4,45,7,331,721,4,1,11,1,0,1,0
6,51,7,625,203,4,5,4,6,0,1,0
6,26,7,352,735,4,5,26,3,0,1,0
1,42,2,761,102,2,6,13,3,0,1,0
21,35,18,343,404,4,2,3,8,0,1,0
21,28,7,230,101,4,0,1,8,0,1,0
11,41,7,930,501,1,0,11,7,0,1,0
9,47,7,943,502,4,6,7,8,1,0,0
20,32,7,647,101,4,6,11,9,0,1,0
15,26,7,624,102,1,0,17,10,0,1,0
8,24,17,354,501,4,2,14,9,1,0,0
17,28,2,442,404,4,5,1,10,1,0,0
6,32,12,330,101,4,2,13,7,1,0,0
7,46,17,310,501,4,2,20,4,0,1,0
3,28,7,648,501,4,1,22,3,1,0,0
16,21,7,626,502,2,1,18,1,1,0,0
6,53,2,930,108,2,6,28,8,1,0,0
9,40,2,310,123,4,5,29,1,1,0,0
2,32,2,626,101,4,2,28,9,1,0,0
8,33,2,440,301,4,0,18,7,1,0,0
21,21,12,420,102,4,0,20,6,0,1,0
15,53,17,354,602,4,5,2,4,1,0,0
9,27,2,330,123,4,3,13,10,1,0,0
14,35,2,930,502,2,2,9,2,1,0,0
15,72,17,745,101,1,0,21,3,1,0,0
11,73,17,624,104,4,0,21,11,1,0,0
7,52,7,624,502,4,5,2,7,0,1,0
15,70,7,310,501,4,2,19,1,0,1,0
3,22,18,480,722,4,4,23,9,0,1,0
9,32,2,624,502,4,1,28,6,0,1,0
6,19,7,230,102,4,1,27,9,1,0,0
3,53,2,354,501,4,1,2,8,1,0,0
3,22,7,625,402,4,1,1,3,0,1,0
8,36,17,664,501,4,3,2,6,0,1,0
13,28,17,341,502,4,1,27,9,0,1,0
8,23,7,626,502,1,5,5,11,0,1,0
21,34,17,420,108,4,5,29,1,0,1,0
1,52,17,626,502,2,3,28,7,1,0,0
19,31,7,331,101,4,2,5,10,0,1,0
20,80,17,740,122,4,1,28,6,1,0,0
19,40,17,626,122,4,5,30,7,1,0,0
17,30,17,930,501,2,5,12,2,1,0,0
17,63,2,420,501,4,3,1,12,0,1,0
1,28,2,330,101,4,6,1,5,0,1,0
3,31,12,354,501,4,4,1,4,1,0,0
6,33,12,420,101,4,0,15,8,1,0,0
15,16,7,624,101,2,1,13,12,0,1,0
3,20,17,330,123,4,4,18,2,0,1,0
19,70,12,210,401,4,1,31,5,0,1,0
3,27,12,350,946,4,6,25,9,0,1,0
1,28,7,210,102,4,2,5,1,0,1,0
19,34,7,626,108,1,2,22,6,1,0,0
17,22,2,121,101,4,0,20,6,1,0,0
16,27,7,354,501,4,2,1,6,1,0,0
2,36,2,440,146,4,2,5,1,0,1,0
13,25,12,236,502,2,3,1,12,1,0,0
4,58,17,745,504,4,0,11,7,1,0,0
2,34,12,354,502,4,0,20,6,1,0,0
7,61,12,624,501,4,5,12,2,0,1,0
16,42,7,354,605,4,1,1,11,1,0,0
13,53,7,420,108,4,0,13,6,1,0,0
20,23,12,354,502,4,1,20,9,0,1,0
6,50,17,354,501,4,4,26,8,0,1,0
1,22,7,210,502,4,5,1,1,1,0,0
1,40,2,330,101,4,4,28,10,0,1,0
20,42,2,331,101,4,5,29,10,0,1,0
11,33,7,626,714,4,5,14,5,1,0,0
2,73,17,901,502,2,1,12,4,1,0,0
4,24,7,310,210,1,4,30,12,0,1,0
11,41,1,740,101,4,5,7,5,0,1,0
1,72,17,624,102,4,2,27,7,0,1,0
1,27,2,626,502,2,0,16,5,1,0,0
10,66,17,331,501,4,4,4,3,0,1,0
11,29,7,230,701,1,4,13,5,0,1,0
1,24,7,624,834,4,3,27,1,0,1,0
21,48,12,354,501,4,3,26,5,0,1,0
16,42,7,230,108,4,4,3,6,0,1,0
15,44,12,230,141,2,3,24,3,1,0,0
1,59,7,624,102,4,2,5,10,1,0,0
4,57,7,900,504,2,2,9,2,1,0,0
6,35,12,440,502,4,4,12,8,1,0,0
6,51,7,354,502,4,5,1,10,0,1,0
3,16,7,627,502,4,2,16,3,1,0,0
6,36,2,903,502,4,0,3,10,1,0,0
2,24,7,740,122,1,2,9,3,0,1,0
16,73,7,740,122,4,1,27,9,0,1,0
16,39,7,330,104,4,3,29,12,1,0,0
1,37,12,330,108,4,0,19,12,0,1,0
10,40,17,310,501,4,0,13,6,0,1,0
19,46,18,343,405,4,4,18,3,0,1,0
13,26,2,626,501,4,0,3,10,1,0,0
3,49,2,210,102,4,5,2,7,1,0,0
20,33,7,230,502,4,4,10,6,0,1,0
2,37,7,740,122,4,3,26,5,1,0,0
13,32,7,330,202,4,0,30,5,1,0,0
8,51,7,624,101,2,1,27,9,1,0,0
4,23,17,520,101,4,3,17,11,1,0,0
8,55,17,230,102,4,5,12,2,0,1,0
6,43,2,440,910,4,1,12,7,0,1,0
14,56,2,740,502,4,6,3,7,1,0,0
14,82,17,440,502,4,4,18,2,1,0,0
16,40,7,310,221,4,2,28,12,0,1,0
14,32,17,330,707,4,3,26,5,1,0,0
13,20,7,230,102,4,6,15,5,0,1,0
1,47,17,331,708,4,4,11,11,0,1,0
10,59,12,740,122,4,0,12,12,0,1,0
19,36,7,354,501,4,1,15,11,0,1,0
1,57,17,624,102,4,4,27,5,1,0,0
8,34,17,624,102,4,5,30,4,1,0,0
16,13,7,860,720,4,4,1,4,1,0,0
4,47,7,210,101,1,1,4,1,0,1,0
20,32,2,230,101,1,0,19,12,1,0,0
6,71,7,354,502,4,2,1,6,0,1,0
11,35,2,624,102,4,3,13,10,1,0,0
2,26,7,624,904,4,1,25,1,0,1,0
11,51,7,930,501,4,3,21,4,1,0,0
3,18,7,626,101,2,4,15,7,1,0,0
15,60,2,745,502,4,2,6,7,0,1,0
6,29,12,888,501,4,0,28,3,1,0,0
20,30,7,761,101,4,2,23,3,0,1,0
2,42,7,330,101,4,5,12,3,1,0,0
21,41,7,901,502,2,6,25,9,1,0,0
9,54,17,624,502,4,3,3,11,1,0,0
7,39,12,354,502,4,3,1,9,0,1,0
10,33,7,354,502,4,1,3,5,1,0,0
7,20,7,210,101,4,1,7,6,0,1,0
6,25,7,220,101,4,6,9,10,0,1,0
17,78,17,666,501,4,3,22,12,0,1,0
13,43,7,625,602,4,1,22,3,0,1,0
7,21,18,442,415,4,4,1,7,0,0,1
7,18,12,480,501,4,3,13,10,0,1,0
16,22,7,110,501,4,0,19,12,0,1,0
2,72,2,310,502,4,3,15,12,1,0,0
7,36,17,956,502,4,1,7,6,0,1,0
20,28,7,220,102,4,2,23,3,0,1,0
1,38,2,624,516,4,0,14,2,0,1,0
17,49,17,354,605,4,2,15,6,1,0,0
2,61,7,354,502,4,6,6,3,0,1,0
20,67,8,662,502,4,1,22,11,1,0,0
1,31,7,354,502,4,3,1,9,1,0,0
4,37,7,946,501,2,2,14,9,0,1,0
3,33,7,761,108,4,0,16,5,0,1,0
15,67,7,330,123,4,3,24,3,0,1,0
15,5,12,627,501,2,1,6,12,1,0,0
7,27,12,341,502,4,6,25,12,0,1,0
7,32,12,331,102,4,1,31,5,1,0,0
1,30,7,440,735,4,5,26,2,1,0,0
1,47,7,624,502,2,2,5,1,1,0,0
1,25,3,330,123,4,0,9,5,0,1,0
21,31,17,341,501,4,0,7,3,1,0,0
20,59,2,625,501,1,5,13,8,1,0,0
9,78,12,745,501,4,2,9,3,1,0,0
1,41,2,440,210,4,6,27,2,0,1,0
8,20,3,440,502,4,2,14,9,1,0,0
3,23,17,440,722,4,4,26,8,1,0,0
11,34,2,236,502,2,3,28,4,0,1,0
15,20,17,121,710,4,5,12,11,1,0,0
20,32,2,740,122,4,3,25,8,0,1,0
8,23,12,740,122,4,1,26,7,1,0,0
7,40,2,624,102,4,1,19,7,0,1,0
1,51,7,624,801,4,4,23,12,1,0,0
16,27,7,230,501,2,0,14,2,0,1,0
3,35,7,860,102,4,4,26,8,1,0,0
4,58,7,624,402,4,2,19,10,1,0,0
6,20,12,352,735,4,6,13,2,1,0,0
21,25,17,440,502,4,1,27,9,0,1,0
20,32,10,420,108,4,3,20,1,1,0,0
6,33,2,624,101,4,5,29,10,1,0,0
15,21,7,230,103,4,4,14,1,0,1,0
10,62,7,440,502,4,4,1,4,1,0,0
11,32,7,888,501,4,2,2,2,1,0,0
13,66,7,354,501,4,3,1,12,0,1,0
9,34,2,331,123,4,0,17,10,0,1,0
21,58,17,331,108,4,0,16,5,1,0,0
13,31,7,230,101,2,3,24,3,0,1,0
1,26,17,624,101,4,1,28,6,0,1,0
19,21,17,442,403,4,6,27,3,1,0,0
15,54,7,331,501,4,3,10,2,0,1,0
11,65,7,624,109,4,2,4,5,1,0,0
21,18,7,236,501,1,6,16,10,1,0,0
8,40,17,354,502,4,5,5,3,0,1,0
1,32,2,330,101,4,6,25,9,0,1,0
15,23,17,341,506,4,1,11,1,0,1,0
11,36,17,330,203,4,0,28,11,0,1,0
9,48,18,625,710,2,2,9,11,0,0,1
20,45,17,755,721,4,0,10,1,0,1,0
8,62,17,661,501,4,4,15,7,1,0,0
19,28,7,330,101,4,4,4,3,0,1,0
21,29,12,354,501,4,6,20,11,0,1,0
19,44,17,210,102,4,1,18,10,1,0,0
7,41,2,220,101,4,3,11,8,0,1,0
16,38,7,354,750,4,4,2,9,0,1,0
4,21,7,230,504,4,5,1,10,1,0,0
6,21,2,626,502,2,0,4,7,0,1,0
3,26,7,330,707,4,4,25,3,1,0,0
1,59,1,331,108,4,6,17,4,0,1,0
7,20,1,350,801,4,6,13,2,0,1,0
6,32,17,480,504,4,6,15,5,0,1,0
13,11,7,624,203,4,6,21,8,1,0,0
15,47,7,626,101,2,3,7,4,1,0,0
11,37,7,350,101,4,3,17,2,1,0,0
17,54,7,331,501,4,6,10,7,0,1,0
6,21,7,440,502,4,5,26,2,1,0,0
9,38,17,740,707,4,5,8,1,1,0,0
8,37,17,740,501,4,2,23,2,1,0,0
15,22,7,624,406,4,0,2,5,0,1,0
7,31,2,626,501,4,6,29,5,1,0,0
4,52,7,901,501,4,4,23,9,1,0,0
3,51,2,520,101,4,0,11,7,1,0,0
8,13,7,860,101,4,4,1,4,1,0,0
20,27,5,331,101,4,5,8,10,0,1,0
15,32,12,331,108,4,4,13,5,0,1,0
16,19,7,442,202,4,6,6,3,1,0,0
6,29,17,815,101,4,1,26,7,1,0,0
7,15,7,230,123,4,5,24,9,0,1,0
1,55,2,310,502,4,4,23,12,1,0,0
3,51,2,310,501,4,3,1,12,1,0,0
3,31,17,520,101,4,1,13,12,1,0,0
7,41,17,330,101,4,1,20,12,0,1,0
2,30,12,648,122,4,4,12,8,1,0,0
19,59,2,341,501,4,4,15,4,1,0,0
20,57,1,740,122,4,4,14,1,0,1,0
7,36,7,420,501,4,2,1,6,1,0,0
15,37,17,310,501,4,4,25,3,0,1,0
8,25,12,930,602,1,1,26,4,1,0,0
10,30,2,626,101,1,6,6,2,1,0,0
3,39,7,331,101,4,3,5,5,0,1,0
9,25,7,860,101,4,2,12,10,1,0,0
3,25,17,480,722,4,6,23,10,0,1,0
7,33,17,740,101,4,1,29,3,1,0,0
1,16,7,850,102,4,2,26,10,1,0,0
3,21,7,624,501,4,6,6,11,1,0,0
1,29,17,330,108,4,2,18,5,0,1,0
8,30,7,745,108,4,6,20,3,0,1,0
19,36,7,354,501,4,6,10,7,1,0,0
4,32,7,440,504,4,3,22,12,1,0,0
